,number,actual,predict
0,250,7.4,5.846708297729492
1,767,9.0,4.720435619354248
2,414,6.0,2.7600057125091553
3,653,13.0,11.252922058105469
4,515,2.5,5.648072719573975
5,834,4.1,4.939393520355225
6,990,5.4,2.8009557723999023
7,1186,6.2,4.3518548011779785
8,646,1.4,2.558772325515747
9,143,9.1,7.796538829803467
10,495,1.7,3.1249990463256836
11,88,5.2,7.1110358238220215
12,23,3.6,2.36287784576416
13,281,1.7,4.443357944488525
14,912,7.6,6.5931243896484375
15,498,2.0,3.833322286605835
16,795,5.0,7.055240154266357
17,1051,11.3,9.522212028503418
18,484,13.5,10.258275032043457
19,861,4.7,6.82545804977417
20,319,20.2,13.821913719177246
21,308,6.8,6.012420177459717
22,62,14.6,12.258918762207031
23,1132,9.2,6.644626140594482
24,1104,10.8,10.106138229370117
25,900,5.6,4.800195693969727
26,667,9.0,1.9581087827682495
27,636,7.1,7.464666843414307
28,599,8.3,8.58802604675293
29,217,4.3,5.761587619781494
30,894,7.8,7.118229389190674
31,1071,16.0,8.510517120361328
32,178,2.9,2.2427995204925537
33,133,13.5,12.73563289642334
34,355,5.1,4.911222457885742
35,769,6.1,4.703104019165039
36,15,5.4,5.683496952056885
37,7,3.4,2.2340035438537598
38,854,10.1,2.775972843170166
39,283,12.9,11.152474403381348
40,786,0.0,2.318943738937378
41,771,6.2,4.703104019165039
42,860,4.5,5.304927349090576
43,1,2.0,2.4170939922332764
44,1101,10.3,8.43714714050293
45,339,12.8,10.538479804992676
46,777,15.9,13.674628257751465
47,1098,20.0,17.482799530029297
48,1169,5.2,5.438562870025635
49,1121,3.8,3.0457961559295654
50,1114,4.3,5.964478015899658
51,571,10.0,8.883119583129883
52,121,11.2,8.010422706604004
53,186,12.8,11.071197509765625
54,942,5.3,4.8474931716918945
55,1122,10.0,9.06816577911377
56,748,0.0,2.579502820968628
57,141,14.6,15.335471153259277
58,1050,5.9,6.026452541351318
59,1155,11.8,10.123528480529785
60,404,18.8,14.24525260925293
61,774,5.6,5.444248676300049
62,662,8.4,8.49617862701416
63,742,5.7,8.163698196411133
64,415,0.0,3.1513009071350098
65,117,12.3,10.731245994567871
66,299,3.5,5.033918857574463
67,849,4.1,5.586990833282471
68,249,14.3,10.672290802001953
69,1111,7.4,7.337180137634277
70,296,12.6,11.16235637664795
71,136,16.8,14.643509864807129
72,728,7.8,6.560394287109375
73,512,8.4,6.1515398025512695
74,844,9.7,8.2741060256958
75,885,8.0,7.7751030921936035
76,248,13.4,11.44715690612793
77,1070,10.5,10.763113975524902
78,845,9.7,10.20607852935791
79,17,2.4,3.5725464820861816
80,897,7.3,7.059823513031006
81,491,4.5,4.269096374511719
82,302,6.2,7.678176403045654
83,234,3.1,6.101024627685547
84,78,15.1,12.085738182067871
85,352,4.9,3.3667726516723633
