,number,actual,predict
86,1008,28.4,23.073780059814453
87,124,3.8,3.012786388397217
88,295,6.6,5.865764141082764
89,214,12.5,10.620970726013184
90,525,7.4,3.416107177734375
91,77,3.4,3.2534618377685547
92,487,13.8,10.79647159576416
93,131,0.0,3.639774799346924
94,64,9.3,9.310484886169434
95,685,6.8,6.834208965301514
96,294,6.4,5.656434535980225
97,1177,2.5,1.924790382385254
98,787,5.0,5.778523921966553
99,315,4.8,6.8739705085754395
100,1003,6.4,6.107348918914795
101,802,4.9,6.173930644989014
102,629,19.5,20.10686683654785
103,960,0.0,0.9489042162895203
104,979,0.6,2.505627155303955
105,529,3.2,3.5065362453460693
106,992,0.0,1.2226470708847046
107,222,13.5,11.7962064743042
108,1171,5.2,5.1297383308410645
109,96,2.2,3.4542171955108643
110,700,12.3,10.492514610290527
111,152,13.1,11.759319305419922
112,640,7.2,6.74102258682251
113,156,2.4,3.425837993621826
114,461,7.0,4.145211696624756
115,205,13.5,12.350125312805176
116,1024,5.3,4.470484733581543
117,448,9.0,8.03763484954834
118,965,5.4,7.148962497711182
119,387,8.4,8.004533767700195
120,703,9.6,12.22404670715332
121,486,2.0,3.14803409576416
122,864,7.7,6.8406453132629395
123,362,7.9,6.798950672149658
124,969,5.5,5.403909206390381
125,567,8.2,7.148696422576904
126,1165,6.3,3.9215407371520996
127,417,6.2,5.8811726570129395
128,606,7.0,8.758231163024902
129,683,6.0,8.746713638305664
130,336,5.7,5.477917194366455
131,89,1.9,2.114194869995117
132,527,6.1,3.486081123352051
133,719,1.7,5.041341781616211
134,943,4.2,4.424603462219238
135,95,4.4,4.390136241912842
136,765,10.2,1.8734052181243896
137,208,6.1,8.264765739440918
138,11,4.8,6.307253360748291
139,1009,0.0,5.892117977142334
140,363,7.5,6.159231662750244
141,732,27.2,26.902076721191406
142,780,6.1,4.665475368499756
143,497,0.0,2.752972364425659
144,457,5.7,4.1529221534729
145,307,6.8,7.148335933685303
146,154,8.7,7.492984294891357
147,543,4.1,6.0553107261657715
148,659,9.0,7.415571689605713
149,420,10.2,8.404361724853516
150,477,5.2,5.696184158325195
151,233,11.2,10.978872299194336
152,852,2.5,5.265872001647949
153,546,12.2,12.140372276306152
154,472,9.6,7.8252949714660645
155,405,0.0,6.457147598266602
156,996,0.0,2.2897591590881348
157,906,1.1,2.991335868835449
158,964,7.5,6.252577304840088
159,946,10.0,8.1467866897583
160,410,5.4,4.37301778793335
161,637,19.4,17.748023986816406
162,468,16.3,15.95594310760498
163,528,3.0,3.493950843811035
164,481,4.8,4.492176532745361
165,37,8.0,7.8023576736450195
166,490,2.0,3.218266010284424
167,1075,0.0,6.662578105926514
168,717,3.1,5.173473834991455
169,1007,5.3,5.821534633636475
170,986,5.9,6.58402156829834
171,564,2.0,3.70542311668396
172,647,6.0,5.400661945343018
173,744,0.0,1.685839295387268
174,394,3.1,6.024678707122803
175,157,12.1,11.759319305419922
176,229,11.0,8.309896469116211
177,663,6.5,4.598784923553467
178,1166,9.7,8.267149925231934
179,182,2.2,3.8155860900878906
180,817,12.0,11.240490913391113
181,953,0.0,2.686427593231201
182,120,2.2,3.2963523864746094
