,number,actual,predict
0,871,15.6,15.117156982421875
1,492,17.0,17.528615951538086
2,860,16.2,16.103811264038086
3,621,15.5,15.905065536499023
4,946,20.2,19.957361221313477
5,498,17.2,16.848995208740234
6,775,15.1,15.384564399719238
7,606,16.5,16.035858154296875
8,1000,11.3,12.03337574005127
9,196,19.1,16.89363670349121
10,55,14.8,12.445284843444824
11,44,17.7,17.561037063598633
12,824,15.0,14.666029930114746
13,227,16.2,16.33269691467285
14,523,16.4,14.576601028442383
15,1124,16.9,15.205229759216309
16,129,15.4,14.380594253540039
17,12,18.5,18.37343406677246
18,310,19.5,19.22102165222168
19,209,18.4,18.51555824279785
20,509,17.1,16.74311065673828
21,1042,15.8,15.70144271850586
22,351,15.5,15.351264953613281
23,717,16.9,16.51886558532715
24,219,16.0,15.456811904907227
25,1176,13.9,16.013214111328125
26,934,15.8,18.116987228393555
27,415,14.3,14.850847244262695
28,726,14.6,13.405149459838867
29,774,15.7,15.767850875854492
30,897,16.6,15.956141471862793
31,544,16.7,15.507547378540039
32,50,19.0,18.634458541870117
33,590,15.1,12.135415077209473
34,262,17.3,17.096845626831055
35,614,19.4,18.21571159362793
36,328,18.8,18.528583526611328
37,599,16.1,15.885075569152832
38,580,16.0,14.951175689697266
39,1077,17.6,16.844629287719727
40,858,16.0,15.352524757385254
41,38,17.0,15.615056991577148
42,286,16.6,16.818986892700195
43,145,21.0,18.28561019897461
44,125,16.1,16.361886978149414
45,237,16.1,14.578392028808594
46,884,16.8,16.113759994506836
47,956,15.7,15.94024658203125
48,875,19.6,18.38459014892578
49,771,17.2,15.791404724121094
50,108,15.0,15.408186912536621
51,297,17.5,17.279294967651367
52,843,15.3,15.087058067321777
53,244,20.0,17.187673568725586
54,1132,16.7,14.336209297180176
55,676,15.9,15.493565559387207
56,909,18.2,17.393842697143555
57,191,19.3,19.134275436401367
58,555,15.1,14.64445686340332
59,86,16.0,15.713642120361328
60,1096,16.8,16.835195541381836
61,206,14.9,14.29517650604248
62,1088,18.5,18.010082244873047
63,135,18.7,18.866605758666992
64,878,15.0,13.891136169433594
65,548,14.9,16.315135955810547
66,730,18.6,19.18779182434082
67,336,14.7,16.543216705322266
68,665,15.4,15.83002758026123
69,483,16.4,17.232206344604492
70,886,16.4,14.960718154907227
71,316,20.3,18.944902420043945
72,840,14.0,13.973196029663086
73,1172,16.4,18.081310272216797
74,332,16.1,15.247505187988281
75,915,16.9,15.643288612365723
76,107,16.0,15.654243469238281
77,734,17.1,16.5161075592041
78,309,19.5,19.852794647216797
79,311,19.5,20.345754623413086
80,1171,14.9,15.303987503051758
81,661,15.2,16.61271095275879
82,551,15.8,17.211233139038086
83,433,16.8,17.229238510131836
84,920,19.5,19.5107364654541
85,193,17.2,17.230985641479492
86,1181,17.8,18.639415740966797
87,1185,18.0,17.97050666809082
88,61,19.4,18.80975341796875
