,number,actual,predict
89,41,17.0,17.21343231201172
90,1036,15.6,15.579856872558594
91,735,16.8,16.69417953491211
92,259,16.2,15.382726669311523
93,998,12.1,12.0226411819458
94,1111,16.7,15.892308235168457
95,344,17.1,16.200672149658203
96,525,17.0,14.77823257446289
97,1094,17.5,16.738571166992188
98,770,20.2,15.577491760253906
99,281,19.5,19.150869369506836
100,293,20.8,19.6694393157959
101,269,16.0,15.534561157226562
102,87,13.2,14.02159309387207
103,1091,16.7,15.789457321166992
104,772,15.3,15.821538925170898
105,197,19.2,19.400592803955078
106,278,15.3,15.718289375305176
107,207,15.9,15.938556671142578
108,985,16.0,14.402813911437988
109,24,15.1,14.57309341430664
110,773,15.8,15.753022193908691
111,350,16.2,14.703388214111328
112,955,15.5,14.475200653076172
113,882,17.3,15.950338363647461
114,936,15.7,14.550139427185059
115,158,16.6,16.315855026245117
116,559,16.1,15.056648254394531
117,122,15.3,15.578322410583496
118,749,17.2,13.838516235351562
119,787,17.0,17.78498649597168
120,792,15.0,15.955086708068848
121,818,15.8,15.28884506225586
122,249,19.5,19.06974220275879
123,724,12.8,13.36533260345459
124,1040,15.6,15.525595664978027
125,903,15.4,15.967655181884766
126,515,15.9,15.406076431274414
127,39,17.0,14.185585021972656
128,113,17.1,16.97244644165039
129,674,14.9,14.595455169677734
130,855,16.6,15.366897583007812
131,817,15.8,15.230936050415039
132,835,15.3,17.222610473632812
133,1061,17.1,16.23516845703125
134,318,14.7,16.875263214111328
135,305,17.2,16.588199615478516
136,826,16.4,15.78786849975586
137,514,15.6,15.502986907958984
138,119,16.0,15.511307716369629
139,1100,18.9,18.743501663208008
140,989,21.5,18.27195930480957
141,176,15.8,14.798559188842773
142,481,17.2,17.179994583129883
143,151,20.4,19.74662208557129
144,265,15.9,15.332826614379883
145,691,15.4,14.365534782409668
146,373,19.5,18.62579917907715
147,1179,17.3,16.428754806518555
148,1073,20.0,18.927682876586914
149,163,19.8,18.62859344482422
150,171,17.1,16.481325149536133
151,704,16.0,16.044597625732422
152,1131,16.0,15.978436470031738
153,279,17.4,18.17384910583496
154,475,18.3,17.21192741394043
155,472,19.0,18.339885711669922
156,711,16.6,14.592650413513184
157,1032,16.8,15.715669631958008
158,1044,15.2,16.077816009521484
159,637,15.8,15.086221694946289
160,819,14.0,13.085782051086426
161,1047,20.5,19.719167709350586
162,943,19.3,20.070337295532227
163,378,19.4,19.301185607910156
164,251,18.8,17.73514175415039
165,317,18.5,18.558008193969727
166,549,16.7,16.515625
167,902,16.4,17.266691207885742
168,160,18.3,18.733518600463867
169,978,19.7,18.819747924804688
170,1003,19.8,18.347837448120117
171,974,20.2,19.426105499267578
172,330,19.0,18.365568161010742
173,1174,16.4,17.940967559814453
174,1169,14.7,15.298526763916016
175,834,15.3,15.578773498535156
176,546,18.2,17.4639949798584
177,690,15.7,14.876646041870117
178,731,17.4,18.389812469482422
179,779,15.1,15.031464576721191
180,368,17.5,18.525209426879883
181,274,19.4,18.39665412902832
182,997,12.0,12.011613845825195
183,630,18.0,18.787912368774414
184,234,16.9,16.665624618530273
185,190,16.7,17.101585388183594
186,1165,16.4,15.571016311645508
187,1166,15.3,15.649042129516602
188,648,16.5,17.709558486938477
189,993,15.0,16.005874633789062
190,130,15.1,15.614656448364258
191,153,19.4,18.967344284057617
192,1128,15.5,13.540227890014648
193,1013,17.3,17.205795288085938
194,304,19.4,18.406705856323242
195,179,15.2,15.512826919555664
196,131,14.1,14.210186958312988
197,841,16.0,15.235847473144531
198,631,16.5,14.67109203338623
199,981,18.7,17.715492248535156
