,number,actual,predict
121,237,18.8,14.784937858581543
122,293,10.6,7.910437107086182
123,848,5.3,7.443255424499512
124,153,3.7,5.610641956329346
125,364,5.9,5.219601154327393
126,409,3.5,5.815426349639893
127,617,1.0,4.700814247131348
128,1044,6.7,6.467984199523926
129,724,15.4,4.9341511726379395
130,93,4.5,6.523385047912598
131,187,8.8,6.951945781707764
132,1160,13.8,11.667451858520508
133,616,5.9,4.240849018096924
134,624,8.0,8.016629219055176
135,1086,2.9,4.227352142333984
136,228,8.2,7.197322845458984
137,407,5.6,7.280964374542236
138,664,6.0,5.963083267211914
139,493,1.8,3.191793203353882
140,695,12.2,10.948530197143555
141,1065,6.2,6.867191314697266
142,291,3.5,3.032707929611206
143,875,3.8,4.988833904266357
144,104,2.2,3.3260514736175537
145,1015,0.0,1.0083458423614502
146,745,3.0,2.6035447120666504
147,325,15.5,8.599574089050293
148,305,12.5,9.65765380859375
149,306,14.2,11.055610656738281
150,596,14.0,15.474024772644043
151,185,13.1,10.519311904907227
152,193,6.1,5.568885326385498
153,1012,6.0,9.646904945373535
154,1082,0.0,1.8803212642669678
155,270,7.8,6.8252339363098145
156,970,5.9,6.155212879180908
157,973,5.1,4.744673252105713
158,1004,3.8,5.265213966369629
159,286,6.7,5.3744049072265625
160,884,7.7,6.304104804992676
161,435,3.1,5.19909143447876
162,40,2.9,5.757405757904053
163,597,5.7,4.906155586242676
164,275,4.5,4.766976356506348
165,587,8.6,7.655768871307373
166,1141,7.3,7.456201076507568
167,251,3.2,4.0483622550964355
168,1154,5.3,4.793583393096924
169,328,4.0,5.699758052825928
170,684,26.0,24.63986587524414
171,434,13.0,8.215487480163574
172,1036,7.7,6.760661602020264
173,351,10.6,10.094083786010742
174,316,4.8,7.480567455291748
175,1095,8.9,15.06097412109375
176,16,3.0,2.937429666519165
177,476,0.0,4.210700988769531
178,261,8.2,8.266501426696777
179,1026,2.0,2.4610002040863037
180,924,4.1,7.3547043800354
181,863,8.4,9.26264762878418
182,514,3.2,6.112048149108887
183,1011,4.1,8.77397346496582
184,959,8.0,6.235843181610107
185,955,0.0,2.0017802715301514
186,796,10.7,12.158721923828125
187,551,5.7,2.8879992961883545
188,741,17.9,18.105756759643555
189,85,4.5,8.540078163146973
190,309,17.9,17.588226318359375
191,538,5.5,6.038687705993652
192,458,5.7,3.1244068145751953
193,833,2.6,5.301872253417969
194,536,8.4,7.39784049987793
195,1184,8.5,5.947576999664307
196,254,5.3,7.579912185668945
197,713,4.5,6.068878650665283
198,13,7.0,6.186995506286621
199,341,6.8,4.9075822830200195
