,number,actual,predict
0,823,5.9,6.4951252937316895
1,923,7.6,5.189096450805664
2,58,20.9,19.24028778076172
3,427,5.7,5.479316711425781
4,982,1.0,3.585188150405884
5,177,4.1,2.811457395553589
6,503,3.1,3.5761992931365967
7,609,10.2,4.0104475021362305
8,1096,10.9,6.532361030578613
9,805,5.1,4.20005464553833
10,1013,6.0,10.38193416595459
11,1038,11.0,10.348125457763672
12,99,2.0,2.6546902656555176
13,371,11.2,7.944103717803955
14,1025,8.6,10.284467697143555
15,612,3.2,4.973418712615967
16,91,4.0,2.555227518081665
17,580,2.8,3.3060853481292725
18,904,5.9,4.0398430824279785
19,598,11.3,7.695475101470947
20,1100,7.8,7.330244541168213
21,488,1.0,4.50274133682251
22,613,3.2,4.973418712615967
23,243,3.4,3.290332555770874
24,190,8.8,6.869017601013184
25,939,24.1,11.669517517089844
26,206,3.5,2.8628714084625244
27,1106,2.0,3.485778570175171
28,901,0.6,3.805591344833374
29,326,4.6,7.174219608306885
30,244,2.4,3.338853120803833
31,840,6.0,3.6487395763397217
32,429,6.2,6.321683406829834
33,873,4.8,6.674927234649658
34,1062,7.6,5.6165595054626465
35,806,9.8,7.567277431488037
36,54,0.0,2.4438397884368896
37,413,4.7,4.428775310516357
38,1123,4.5,6.005496978759766
39,691,5.2,4.52911376953125
40,652,5.9,4.070290565490723
41,45,21.8,17.741161346435547
42,453,5.5,5.314719200134277
43,660,5.9,6.54904317855835
44,649,4.7,3.1854195594787598
45,288,6.7,4.582760334014893
46,975,3.9,4.57938814163208
47,1115,13.0,8.412327766418457
48,518,6.1,5.864685535430908
49,129,16.4,10.713997840881348
50,499,4.6,5.900270462036133
51,722,9.5,1.8589723110198975
52,539,7.0,6.331327438354492
53,790,6.6,9.236662864685059
54,67,23.2,21.33345603942871
55,353,2.3,4.114645957946777
56,150,5.4,6.9260735511779785
57,24,4.9,6.310178279876709
58,930,3.1,5.444012641906738
59,151,4.2,5.702098369598389
60,1110,0.0,3.623751163482666
61,1027,8.6,6.819933891296387
62,693,8.2,13.579488754272461
63,1183,5.7,5.977999210357666
64,824,5.7,5.876743793487549
65,632,7.6,8.517997741699219
66,226,15.4,15.278294563293457
67,79,8.3,7.007484436035156
68,198,15.6,11.427569389343262
69,463,0.0,1.3641149997711182
70,59,3.0,3.9501965045928955
71,1144,6.8,6.439688682556152
72,1164,6.6,10.689069747924805
73,403,16.3,11.359353065490723
74,807,13.7,10.982195854187012
75,135,5.7,6.070526123046875
76,832,4.7,5.834886074066162
77,391,13.7,11.543172836303711
78,886,7.5,4.337545394897461
79,86,15.8,11.30494499206543
80,914,5.5,4.589322566986084
81,972,4.0,5.512085914611816
82,755,8.7,7.6503376960754395
83,542,7.2,5.71190881729126
84,473,16.8,13.436288833618164
85,331,8.6,6.713956356048584
86,482,0.2,3.191793203353882
87,1035,10.5,11.463997840881348
88,776,5.0,6.257232666015625
89,1069,6.6,5.705474376678467
90,74,7.8,7.225942134857178
91,789,8.2,5.436479091644287
92,358,3.3,6.286978721618652
93,568,4.4,4.966542720794678
94,147,4.2,5.391888618469238
95,1083,0.6,2.7222795486450195
96,245,4.1,5.600642681121826
97,855,8.6,8.413117408752441
98,467,11.2,9.141871452331543
99,563,5.1,6.538814067840576
100,696,9.3,5.973034381866455
101,872,6.0,4.844830513000488
102,241,9.4,8.004315376281738
103,851,4.1,6.006347179412842
104,520,3.4,5.862582206726074
105,465,10.6,10.676987648010254
106,994,0.0,3.551910877227783
107,1143,4.2,5.18829870223999
108,1080,12.8,14.523822784423828
109,661,3.0,3.3380119800567627
110,374,6.9,4.709663391113281
111,9,0.0,1.3542139530181885
112,641,8.3,6.651248455047607
113,464,13.0,10.917189598083496
114,998,0.0,2.079824447631836
115,70,2.0,5.142056465148926
116,604,6.7,6.212294578552246
117,697,11.4,8.702459335327148
118,801,4.4,5.1504082679748535
119,573,10.6,9.398472785949707
120,931,4.5,6.805325984954834
