,number,actual,predict
0,240,5.3,5.817244052886963
1,274,11.8,6.864049434661865
2,211,6.0,7.825955390930176
3,622,10.0,9.897207260131836
4,530,7.4,3.3834400177001953
5,963,26.0,19.14120101928711
6,585,3.5,5.868579387664795
7,1145,10.4,11.089102745056152
8,460,5.5,6.178224086761475
9,865,32.8,19.313465118408203
10,1045,6.3,6.109464645385742
11,432,5.1,5.067949295043945
12,907,12.3,9.595368385314941
13,594,6.0,7.297867774963379
14,658,8.3,6.697837829589844
15,739,7.0,6.898440837860107
16,827,9.2,6.661511421203613
17,84,4.8,2.9302427768707275
18,29,15.0,12.345966339111328
19,592,11.2,9.772321701049805
20,168,12.0,10.491185188293457
21,382,8.8,6.920018196105957
22,159,8.2,9.887101173400879
23,213,12.4,11.850481986999512
24,176,14.5,11.42216682434082
25,46,9.4,6.261102676391602
26,754,16.0,3.7741751670837402
27,570,7.9,7.411984443664551
28,502,4.3,5.4306745529174805
29,196,12.4,11.860501289367676
30,974,3.9,4.903897285461426
31,778,6.7,9.24290943145752
32,876,3.8,5.8248724937438965
33,944,2.0,3.9266490936279297
34,424,10.2,9.73058032989502
35,586,7.8,8.211860656738281
36,1039,11.6,14.104255676269531
37,347,8.0,6.572569847106934
38,920,7.8,7.083718299865723
39,838,1.0,4.153832912445068
40,951,12.0,12.136474609375
41,1063,14.4,14.992010116577148
42,977,17.3,15.672282218933105
43,318,7.9,6.973757743835449
44,418,6.8,7.288384437561035
45,197,8.0,6.143860340118408
46,688,8.2,5.558333396911621
47,350,16.8,13.621103286743164
48,1049,11.7,7.087929725646973
49,361,8.5,4.094476699829102
50,533,6.7,5.5720953941345215
51,144,14.1,11.994423866271973
52,1146,0.0,2.5496318340301514
53,549,3.3,3.213038444519043
54,1040,9.8,8.157697677612305
55,3,8.2,6.0753350257873535
56,576,12.6,12.707019805908203
57,204,3.8,3.35868239402771
58,107,11.7,8.412941932678223
59,670,2.5,5.817244052886963
60,383,10.8,11.041743278503418
61,348,11.3,12.123764038085938
62,232,14.3,10.784010887145996
63,1170,4.7,6.00213623046875
64,820,22.3,18.541534423828125
65,628,9.3,6.361291885375977
66,269,12.9,12.288470268249512
67,324,7.0,5.940773963928223
