,number,actual,predict
183,1037,9.8,11.177627563476562
184,28,12.4,8.408307075500488
185,949,3.3,4.597095012664795
186,265,11.7,7.62723970413208
187,726,14.0,17.38783836364746
188,1006,14.0,9.688135147094727
189,189,5.1,5.0804595947265625
190,406,0.0,3.1228885650634766
191,890,15.7,12.01699447631836
192,686,4.6,12.684121131896973
193,252,14.4,9.257408142089844
194,438,5.7,4.884685516357422
195,338,8.6,9.126954078674316
196,517,4.1,6.296430587768555
197,680,17.6,15.729265213012695
198,1167,7.3,5.880777359008789
199,148,3.7,4.528676986694336
