,number,actual,predict
0,137,3.1,6.988924026489258
1,727,8.6,13.300766944885254
2,369,6.1,5.5798139572143555
3,368,6.3,8.23361873626709
4,1087,6.0,5.410380840301514
5,444,0.0,3.614838123321533
6,702,10.6,7.722027778625488
7,981,6.7,3.9636342525482178
8,384,10.7,8.538315773010254
9,81,5.0,4.777083396911621
10,92,4.7,5.557881832122803
11,783,10.5,10.970059394836426
12,21,4.0,4.076891899108887
13,138,6.4,7.28969144821167
14,1099,6.1,6.343594551086426
15,1179,9.6,9.577842712402344
16,678,5.1,7.425468921661377
17,1018,6.9,7.670759677886963
18,1092,7.0,6.092683792114258
19,167,12.9,11.6807222366333
20,26,0.5,3.1252307891845703
21,128,8.4,8.748567581176758
22,311,7.8,12.146663665771484
23,257,16.5,14.579120635986328
24,655,2.9,1.989391803741455
25,791,1.2,3.108670473098755
26,937,9.2,7.29580545425415
27,1102,14.8,16.817481994628906
28,282,3.5,3.894289255142212
29,1157,5.1,4.97947359085083
30,917,10.2,10.012694358825684
31,983,3.6,3.861011266708374
32,235,6.5,8.930706024169922
33,941,4.6,5.240558624267578
34,378,5.3,7.475071430206299
35,462,2.1,3.642512798309326
36,818,5.4,6.320845603942871
37,34,6.2,4.973888874053955
38,763,9.0,7.904074192047119
39,118,5.5,3.615246057510376
40,273,4.7,4.29213809967041
41,65,4.0,5.339356422424316
42,711,17.0,15.613211631774902
43,548,0.0,1.2984923124313354
44,766,13.4,13.641592025756836
45,1148,11.2,14.019432067871094
46,376,12.9,12.082173347473145
47,635,6.8,4.869927883148193
48,224,2.9,3.64064884185791
49,412,7.0,6.037936687469482
50,300,14.5,14.83151912689209
51,440,0.6,3.6396868228912354
52,492,2.0,5.414339065551758
53,555,3.5,5.5566630363464355
54,174,4.7,3.666720151901245
55,433,4.8,4.24277400970459
56,1139,9.4,7.337669372558594
57,916,15.9,14.418365478515625
58,541,4.4,3.60270094871521
59,682,4.1,2.7013511657714844
60,459,2.0,5.886014461517334
61,1081,13.8,9.977831840515137
62,650,4.1,4.0758209228515625
63,784,13.6,6.966733932495117
64,1178,5.8,5.6446452140808105
65,1133,11.4,10.654869079589844
66,602,7.5,8.59700870513916
67,558,4.7,4.783135414123535
68,610,5.1,4.253572463989258
69,111,5.4,8.017932891845703
70,14,4.3,4.84307336807251
71,918,6.7,5.516654968261719
72,1020,11.5,11.651911735534668
73,842,7.8,11.48599910736084
74,367,18.8,18.952682495117188
75,524,5.9,6.934499740600586
76,263,2.3,6.882569789886475
77,921,5.8,4.720977783203125
78,932,5.0,5.471261501312256
79,303,7.0,6.225253582000732
80,298,3.7,3.7035791873931885
81,721,1.0,8.158019065856934
82,354,5.6,5.491764068603516
83,764,42.7,25.891071319580078
84,1149,5.8,6.119996547698975
85,90,5.7,5.146426677703857
86,822,18.5,17.029495239257812
87,961,0.0,0.36847221851348877
88,456,2.2,2.217989444732666
89,216,10.5,8.958261489868164
90,572,7.2,13.893471717834473
91,600,4.8,3.917961835861206
92,925,5.7,5.190219402313232
93,569,5.6,6.70566463470459
94,737,16.5,16.480205535888672
95,1068,4.1,4.8968424797058105
96,0,4.2,2.6196820735931396
97,1150,4.2,6.3557868003845215
98,397,4.1,6.616179943084717
99,510,5.7,5.551533222198486
100,314,3.8,4.860522747039795
101,1060,13.7,17.17719268798828
102,1173,5.8,4.134703159332275
103,1181,3.1,3.46604061126709
104,908,7.9,8.170863151550293
105,836,8.5,6.082733154296875
106,50,5.9,7.472156047821045
107,1097,19.8,19.56455421447754
108,689,9.8,20.15448760986328
109,999,0.0,3.689180850982666
110,850,12.3,8.705306053161621
111,200,5.5,8.654967308044434
112,102,2.2,2.8178441524505615
113,1137,1.8,8.46556282043457
114,115,4.7,4.396625518798828
115,312,10.6,20.157142639160156
116,883,6.2,6.3929643630981445
117,140,4.4,4.411820888519287
118,919,7.2,6.770554542541504
119,474,0.0,4.211258888244629
120,123,13.9,10.751709938049316
121,359,5.4,4.97679328918457
122,191,2.2,3.4740264415740967
123,334,5.8,5.685183048248291
124,337,2.0,5.464373588562012
125,657,4.1,6.474847793579102
126,584,6.2,6.161311149597168
127,370,6.0,5.332558631896973
128,327,6.1,4.184858798980713
129,242,3.8,5.538963317871094
130,496,4.3,3.8343734741210938
131,1176,7.6,6.00159215927124
132,891,4.8,5.5962233543396
133,537,5.2,4.5035624504089355
134,526,3.2,3.2712242603302
135,1031,15.3,12.969799995422363
136,469,6.7,6.622005462646484
137,895,5.6,4.940990924835205
138,775,6.3,6.490360260009766
139,858,4.7,4.609829902648926
140,607,7.4,4.301640510559082
141,699,10.8,12.32252311706543
142,814,0.6,2.847325086593628
143,847,30.0,14.82811164855957
144,516,10.8,7.197326183319092
145,231,13.3,9.363080024719238
146,715,5.4,6.2010498046875
147,1152,5.9,6.937618732452393
148,577,11.3,11.20092487335205
149,1093,10.8,11.809676170349121
150,340,10.0,14.076237678527832
151,1162,9.0,6.363107681274414
152,1034,9.2,10.021584510803223
153,175,4.6,8.0697603225708
154,815,7.1,8.453211784362793
155,160,6.8,8.913141250610352
