,number,actual,predict
108,413,16.9,15.548116683959961
109,404,20.0,16.10312271118164
110,346,20.5,19.618791580200195
111,1035,15.7,15.540234565734863
112,1150,15.6,16.005008697509766
113,486,17.2,16.91165542602539
114,94,16.2,17.11117172241211
115,501,17.8,17.227771759033203
116,25,15.3,16.911746978759766
117,1054,17.9,17.844852447509766
118,468,19.0,19.131067276000977
119,613,18.0,19.499177932739258
120,615,21.1,19.027280807495117
121,91,16.0,16.44384002685547
122,528,15.6,15.090643882751465
123,1156,16.0,15.714356422424316
124,162,20.5,20.96002769470215
125,443,15.0,14.627869606018066
126,298,19.4,19.41857147216797
127,870,14.9,14.643481254577637
128,60,16.9,18.291698455810547
129,6,18.3,18.08197593688965
130,563,15.7,15.506168365478516
131,490,17.3,17.742929458618164
132,512,16.2,15.872171401977539
133,1137,14.6,15.414231300354004
134,753,19.2,16.058610916137695
135,43,16.9,17.731605529785156
136,118,16.6,16.6602725982666
137,226,16.1,17.486581802368164
138,543,17.8,17.381343841552734
139,1151,15.9,15.231786727905273
140,941,20.3,20.472827911376953
141,432,15.3,15.118191719055176
142,441,17.8,16.425495147705078
143,966,19.8,15.86011028289795
144,688,14.7,14.591506004333496
145,75,19.0,18.893821716308594
146,529,15.1,14.60810375213623
147,470,16.2,15.152220726013184
148,575,16.2,15.552074432373047
149,712,17.7,17.467519760131836
150,693,15.3,15.96890926361084
151,833,17.0,17.678619384765625
152,250,16.6,16.47408676147461
153,210,15.7,15.843462944030762
154,268,15.3,16.439184188842773
155,456,17.6,17.72589111328125
156,419,14.1,13.232575416564941
157,827,15.1,14.646952629089355
158,984,17.8,19.39322853088379
159,392,19.0,19.259244918823242
160,672,15.5,14.964653968811035
161,127,16.1,15.371894836425781
162,106,15.3,14.892295837402344
163,393,20.0,18.694019317626953
164,465,19.1,19.011003494262695
165,47,20.6,18.74667739868164
166,797,18.8,18.300310134887695
167,1038,15.5,14.831331253051758
168,284,17.0,17.127933502197266
169,732,17.4,16.199560165405273
170,1029,13.3,14.771658897399902
171,8,18.2,17.553024291992188
172,343,20.0,20.204303741455078
173,831,15.2,15.310601234436035
174,758,15.7,16.146831512451172
175,626,16.5,14.175873756408691
176,494,17.9,17.63941764831543
177,476,15.6,16.93544578552246
178,1007,16.4,18.022323608398438
179,370,18.5,18.740209579467773
180,542,16.5,15.92941951751709
181,1173,16.5,17.629776000976562
182,165,18.8,18.823406219482422
183,640,15.8,15.084575653076172
184,748,16.3,14.781386375427246
185,3,21.0,18.629796981811523
186,810,17.0,14.66518497467041
187,820,14.7,15.006446838378906
188,592,15.3,14.473294258117676
189,421,18.3,18.23592758178711
190,120,15.4,15.355414390563965
191,104,15.6,15.38725757598877
192,677,15.0,10.85512924194336
193,333,16.7,17.991615295410156
194,235,16.3,15.912692070007324
195,1184,15.9,16.890823364257812
196,532,15.8,15.856185913085938
197,474,15.1,14.112968444824219
198,616,20.0,19.29250717163086
199,971,19.3,19.69940757751465
