,number,actual,predict
0,188,15.8,15.795989990234375
1,291,20.3,20.145307540893555
2,1159,15.6,15.540875434875488
3,908,16.0,17.267610549926758
4,276,14.0,15.189496040344238
5,794,16.2,15.571839332580566
6,410,15.9,17.59955406188965
7,798,15.4,17.680253982543945
8,496,16.7,17.368043899536133
9,1024,16.1,17.994951248168945
10,315,20.3,19.059694290161133
11,703,15.2,15.93533992767334
12,945,18.7,19.789159774780273
13,646,17.8,18.4079532623291
14,536,16.2,16.082544326782227
15,48,16.5,16.606250762939453
16,521,16.7,15.83085823059082
17,673,15.4,17.897289276123047
18,629,18.2,19.410287857055664
19,327,15.3,15.87764835357666
20,581,17.0,17.182601928710938
21,354,16.0,15.737817764282227
22,1045,15.5,15.354009628295898
23,183,15.6,15.65686321258545
24,302,17.4,18.126907348632812
25,654,15.6,15.478759765625
26,52,18.7,16.7452335357666
27,950,18.0,18.460956573486328
28,384,19.9,19.327632904052734
29,643,15.5,15.31326961517334
30,591,16.3,16.185070037841797
31,948,20.7,20.098007202148438
32,449,17.7,17.297868728637695
33,457,12.3,16.091581344604492
34,500,18.6,16.444198608398438
35,564,16.8,15.192458152770996
36,922,15.8,15.604362487792969
37,301,19.1,19.101882934570312
38,110,14.7,14.862412452697754
39,1101,20.0,19.769142150878906
40,675,15.8,15.673728942871094
41,192,16.3,16.39238929748535
42,115,19.7,19.153507232666016
43,1023,15.3,15.224974632263184
44,1010,18.4,15.535667419433594
45,241,19.4,20.099899291992188
46,83,20.6,19.744720458984375
47,1125,16.2,15.332181930541992
48,495,16.7,16.484561920166016
49,139,17.1,15.902427673339844
50,453,17.5,18.55540657043457
51,720,18.1,18.609416961669922
52,254,18.1,16.389310836791992
53,138,17.7,17.629470825195312
54,663,15.7,16.989276885986328
55,556,14.5,13.71351146697998
56,699,15.3,15.928065299987793
57,1082,18.3,15.718667030334473
58,371,20.1,19.811811447143555
59,678,18.0,17.534317016601562
60,76,18.0,16.682559967041016
61,996,10.6,12.449273109436035
62,159,16.8,17.342350006103516
63,793,15.1,13.690648078918457
64,349,15.9,16.002750396728516
65,550,17.1,17.79233741760254
66,82,19.5,18.868694305419922
67,1120,16.5,17.218297958374023
68,62,17.5,17.924585342407227
69,700,16.0,15.88779354095459
70,887,16.4,15.693648338317871
71,836,16.3,17.223041534423828
72,537,19.6,18.524185180664062
73,491,17.0,17.249778747558594
74,1123,19.0,19.75462532043457
75,166,19.3,18.271137237548828
76,13,16.2,16.76857566833496
77,98,19.3,18.747732162475586
78,899,16.2,15.6441650390625
79,518,16.3,16.143096923828125
80,917,19.0,16.16262435913086
81,356,14.9,15.547245979309082
82,72,21.0,19.057483673095703
83,1110,18.0,16.129955291748047
84,369,15.8,15.883810997009277
85,1050,19.0,18.668960571289062
86,1086,19.6,19.233373641967773
87,380,18.4,18.091920852661133
88,926,16.2,14.78283977508545
89,1134,14.4,13.718541145324707
90,116,14.8,15.130855560302734
91,539,19.0,19.08064842224121
92,245,20.1,20.087806701660156
93,757,14.9,14.3064546585083
94,117,19.7,19.438356399536133
95,182,15.5,16.274883270263672
96,531,15.2,14.461453437805176
97,1058,21.1,19.54059600830078
98,88,15.1,15.864861488342285
99,733,17.9,16.79132843017578
100,951,18.0,19.16179084777832
101,460,17.4,17.9355525970459
102,364,15.0,14.334649085998535
103,348,16.7,15.931757926940918
104,847,15.0,16.24286460876465
105,402,19.2,19.126319885253906
106,761,15.3,16.845041275024414
107,778,15.5,15.7177095413208
