,number,actual,predict
120,225,17.3,17.991147994995117
121,659,15.2,16.432662963867188
122,567,16.0,15.50229263305664
123,589,16.6,15.872926712036133
124,1001,18.4,17.45088768005371
125,400,17.2,15.641498565673828
126,396,18.4,17.669191360473633
127,977,19.1,19.165163040161133
128,9,14.7,14.023404121398926
129,69,16.6,15.912734985351562
130,4,18.8,14.390841484069824
131,484,17.4,17.069507598876953
132,376,15.9,14.114096641540527
133,53,18.6,18.72262954711914
134,222,15.8,15.705816268920898
135,123,15.9,15.471302032470703
136,173,16.3,16.20852279663086
137,560,16.2,14.578262329101562
138,891,18.9,17.781171798706055
139,511,16.2,15.764925956726074
140,214,17.1,16.667972564697266
141,925,15.5,14.90329360961914
142,461,17.6,17.370716094970703
143,953,16.4,14.454320907592773
144,660,15.4,15.542342185974121
145,829,16.4,16.546222686767578
146,485,17.8,17.413806915283203
147,782,16.1,15.522337913513184
148,381,20.6,19.473148345947266
149,414,18.3,16.812776565551758
150,1126,17.3,16.15963363647461
151,656,16.4,16.047386169433594
152,1180,15.5,10.574849128723145
153,59,18.0,15.935775756835938
154,719,21.3,18.499544143676758
155,338,15.5,14.759467124938965
156,1161,16.0,16.581249237060547
157,866,18.1,18.539485931396484
158,137,18.0,15.152667999267578
159,1012,19.2,17.82498550415039
160,684,17.0,14.873008728027344
161,140,19.7,19.790996551513672
162,487,18.3,17.702043533325195
163,320,17.3,16.180192947387695
164,913,18.7,17.806041717529297
165,430,15.7,15.349931716918945
166,1018,15.3,15.57059383392334
167,361,17.0,17.33612823486328
168,289,19.9,19.306507110595703
169,601,16.3,15.52605152130127
170,32,21.2,18.371448516845703
171,808,19.2,18.88468360900879
172,142,16.2,17.088157653808594
173,239,17.3,17.679859161376953
174,40,17.3,16.971332550048828
175,1016,16.3,15.89369010925293
176,1026,16.0,15.388986587524414
177,890,18.0,18.007888793945312
178,1099,16.9,18.559844970703125
179,273,17.7,16.897655487060547
180,561,17.6,16.926145553588867
181,1019,17.5,16.931381225585938
182,727,15.0,16.545265197753906
