,number,actual,predict
0,639,16.2,15.267073631286621
1,92,16.8,17.940534591674805
2,1119,15.3,16.731666564941406
3,29,20.7,19.805652618408203
4,1130,16.2,15.236881256103516
5,22,14.9,14.891881942749023
6,42,12.6,14.50899600982666
7,608,19.0,15.410892486572266
8,205,15.8,15.419384956359863
9,1015,13.1,13.685542106628418
10,325,16.6,15.377289772033691
11,459,16.6,17.9351749420166
12,1186,19.0,19.30906105041504
13,801,17.0,16.30830192565918
14,883,15.5,15.968720436096191
15,1140,15.7,14.95618724822998
16,832,18.9,18.3024959564209
17,21,15.0,14.197745323181152
18,1183,20.0,19.497896194458008
19,1152,16.0,15.197795867919922
20,1108,19.4,18.74894905090332
21,253,16.8,15.599156379699707
22,1139,18.8,17.476943969726562
23,73,17.5,16.57386589050293
24,957,15.8,15.699841499328613
25,573,16.0,15.352176666259766
26,769,19.9,15.869309425354004
27,416,16.2,16.189903259277344
28,799,18.0,19.065078735351562
29,93,16.8,17.839494705200195
30,435,16.4,17.05877113342285
31,802,16.8,16.474096298217773
32,921,17.5,17.76327896118164
33,541,16.0,15.4207181930542
34,1158,16.0,16.030216217041016
35,746,20.3,17.876285552978516
36,314,20.3,19.75421142578125
37,398,17.0,16.187824249267578
38,783,15.7,15.252312660217285
39,517,16.0,14.805981636047363
40,1009,18.1,17.354894638061523
41,1071,18.6,17.047752380371094
42,976,19.1,18.962684631347656
43,285,16.5,16.26404571533203
44,1039,15.6,15.457106590270996
45,583,17.5,18.16864013671875
46,723,14.2,14.298651695251465
47,445,16.4,14.862252235412598
48,1083,13.9,14.11768627166748
49,752,15.1,14.184556007385254
50,596,16.1,15.213362693786621
51,33,20.2,19.087488174438477
52,938,16.7,17.74846649169922
53,552,17.2,16.433151245117188
54,1155,15.7,16.12928581237793
55,911,18.0,17.896915435791016
56,562,16.2,15.049538612365723
57,408,19.2,19.519453048706055
58,401,19.6,18.22186279296875
59,111,15.5,15.134223937988281
60,143,21.0,19.92510223388672
61,85,16.3,16.488021850585938
62,51,15.3,13.689913749694824
63,1090,18.2,12.633167266845703
64,240,16.2,14.929987907409668
65,1163,14.8,13.306039810180664
