,number,actual,predict
66,427,16.1,17.02052116394043
67,1116,16.4,18.212928771972656
68,101,20.5,19.03781509399414
69,146,20.3,19.52256202697754
70,524,15.7,15.58462142944336
71,697,16.0,15.573046684265137
72,154,19.2,19.114185333251953
73,1008,14.7,14.785130500793457
74,37,18.6,17.788591384887695
75,477,18.3,17.5972843170166
76,574,16.1,15.326146125793457
77,217,16.9,17.168750762939453
78,339,15.8,16.458066940307617
79,881,18.0,18.45253562927246
80,155,20.0,18.420251846313477
81,228,19.7,18.9375
82,651,15.5,14.909167289733887
83,893,17.8,18.06143569946289
84,1129,16.0,15.620932579040527
85,303,18.9,18.127822875976562
86,853,15.9,14.403969764709473
87,848,17.5,18.364322662353516
88,759,16.3,15.85561466217041
89,390,18.3,18.252140045166016
90,1055,15.9,16.2899169921875
91,15,17.1,17.22492218017578
92,312,19.5,19.614500045776367
93,811,16.0,18.861270904541016
94,1072,18.2,13.99923324584961
95,680,17.2,16.231651306152344
96,1060,19.0,18.896169662475586
97,664,17.5,17.813289642333984
98,605,16.1,15.7286376953125
99,622,15.7,15.882760047912598
100,479,16.4,15.912535667419434
101,1104,19.0,18.238628387451172
102,519,16.6,16.96317481994629
103,969,20.2,20.437236785888672
104,232,17.8,18.586341857910156
105,504,12.9,13.974714279174805
106,1,16.8,16.803287506103516
107,695,17.8,18.524002075195312
108,358,18.3,17.119033813476562
109,825,15.5,15.42430591583252
110,287,19.9,19.794780731201172
111,418,15.7,14.915410041809082
112,283,20.4,19.51227378845215
113,547,17.4,17.986360549926758
114,382,20.6,19.10926055908203
115,447,17.3,11.978901863098145
116,624,16.3,15.738003730773926
117,502,17.2,16.497793197631836
118,595,17.6,13.96059513092041
119,1025,16.0,15.137611389160156
120,67,16.8,15.768752098083496
121,970,20.9,19.65778350830078
122,231,15.6,15.38120174407959
123,458,17.8,15.818678855895996
124,267,15.3,16.690763473510742
125,1177,14.5,14.333720207214355
126,124,13.9,14.182701110839844
127,128,21.0,14.719090461730957
128,186,17.6,17.54928970336914
129,910,16.2,16.497203826904297
130,102,15.3,15.980687141418457
131,1144,20.1,19.343048095703125
132,738,16.5,15.805922508239746
133,1053,19.2,20.35714340209961
134,510,18.8,16.70657730102539
135,1034,15.3,15.843255043029785
136,954,12.8,13.974713325500488
137,10,15.0,15.447015762329102
138,199,15.8,15.638741493225098
139,493,16.4,15.912535667419434
140,1059,19.0,19.26461410522461
141,742,16.3,17.164905548095703
142,1170,15.6,15.714892387390137
143,1113,16.6,16.08049964904785
144,928,18.5,19.743600845336914
145,7,17.7,17.46455192565918
146,407,15.7,16.044858932495117
147,49,17.9,15.543447494506836
148,198,18.1,18.19976043701172
149,248,19.2,18.752655029296875
150,1112,16.7,15.629912376403809
151,578,16.7,15.74918270111084
152,933,16.9,16.081600189208984
153,296,18.3,18.544145584106445
154,698,16.1,15.560599327087402
155,292,19.6,19.511409759521484
156,450,20.4,18.736976623535156
157,1175,15.5,14.427387237548828
158,1084,16.8,17.165191650390625
159,1117,19.2,19.402929306030273
160,499,17.0,16.307193756103516
161,566,16.6,15.855551719665527
162,885,16.5,18.625471115112305
163,965,16.7,17.07756233215332
164,1065,20.0,19.355680465698242
165,715,15.4,15.777602195739746
166,554,14.9,15.053169250488281
167,383,20.0,18.59920310974121
168,904,15.7,15.372560501098633
169,417,18.3,15.758475303649902
170,718,19.0,18.672277450561523
171,784,15.8,18.829362869262695
172,147,19.9,19.778608322143555
173,1089,18.6,17.70697784423828
174,270,16.6,15.83437442779541
175,533,15.6,13.150042533874512
176,947,19.0,19.284839630126953
177,940,19.8,19.115493774414062
178,377,19.0,19.57329750061035
179,395,18.8,19.148086547851562
180,233,18.3,18.596187591552734
181,482,16.8,15.912535667419434
182,905,17.9,18.488407135009766
183,215,17.6,17.182920455932617
184,867,15.5,13.365910530090332
185,1122,20.0,19.573444366455078
186,852,15.6,16.6369571685791
187,716,19.0,18.46217155456543
188,1076,15.8,15.36718463897705
189,1069,19.4,19.723323822021484
190,469,20.0,18.85396385192871
191,850,15.4,14.533117294311523
192,335,14.4,11.12558364868164
193,558,15.8,15.619590759277344
194,696,15.9,15.996474266052246
195,587,15.0,14.047674179077148
196,816,15.8,15.554830551147461
197,1033,15.3,15.316435813903809
198,807,18.5,18.89471435546875
199,1027,15.5,15.867112159729004
