CCCC=O,10.1
CC\C(C)=N\O,4.9
C1CCC(CC1)C2CCCCC2,0.0
FC(F)(Cl)C(F)(F)Cl,1.8
Cc1ccc(C)c(C)c1C,0.5
COO,15.0
C[N+]([O-])=O,18.8
Cc1cnccn1,12.3
CCCCCOC(=O)CC,5.2
Oc1ccccc1O,11.3
CC(=O)C=C,12.5
CNC(C)Cc1ccc2OCOc2c1,5.1
ClC[CH]=[C]=[CH2],8.0
CCCCC(CC)COCC(CC)CCCC,2.6
CCCCCCCC\C=C/CCCCCCCC(=O)OCCCC,3.7
O=C1OC=CO1,18.1
COC(=O)CC(C)=O,8.6
ClCCCCl,8.2
[nH]1cccc1,11.0
CCCCC1CCCC1,0.0
O(c1ccccc1)c2ccccc2,3.4
COC(=O)c1ccc(C)cc1,6.5
CCS,6.5
Clc1cc(Cl)c(Cl)cc1Cl,10.7
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,2.4
Clc1ccc(cc1)C#N,8.0
CC(Cl)(Cl)C(Cl)Cl,6.7
Sc1ccccc1,4.5
Cl\C=C(/Cl)C=C,10.7
COCCO,8.2
CCCCOC(=O)c1ccccc1C(=O)OCc2ccccc2,11.2
OCC1COCO1.OC2COCOC2,10.6
Brc1ccccc1,5.5
[SiH3]C(Cl)(Cl)Cl,6.6
CC(C)C(O)C(C)(C)CO.CC(C)C(O)=O,6.1
ClC(Cl)C(Cl)(Cl)Cl,3.2
CCC(C)Cl,7.6
COC(C)CCOC(C)=O,4.1
CCOC(=O)CC#N,7.9
CC(C)[S](=O)C(C)C,11.5
Cn1cnc2nc(Cl)nc(Cl)c12,11.7
CON=C(C)C,4.6
COC(C)(C)CCOC(C)=O,3.8
C1CS1,9.0
CCCCCCCC\C=C/CCCCCCCCO,2.6
CCCCCCCC\C=C/CCCCCCCC(O)=O,2.8
CC(=O)CC(C)=O,10.0
CCOC(=O)C(=C)C#N,10.3
COCCOC(C)=O,5.5
Sc1ccc(Cl)cc1,8.6
[nH]1nnc2ccccc12,15.6
OCc1ccc(Cl)cc1,7.5
CCOCCO,7.2
CCOC(C)OCC,3.4
