CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,16.6
CCCCCCCOC(C)=O,15.8
[Br],18.2
[nH]1ccc2ccccc12,20.5
CN(C)C(C)=O,16.8
ClC(=O)C(Cl)=O,16.1
CSC=C,16.4
COC(C)COC(C)CO,15.5
C=Cc1ccc(C=C)cc1,18.6
C[Si](C)(C)C=C,14.5
CC(Cl)=CCCl,16.9
CCCC,14.1
CC(C)COCC(C)O,15.1
CCCCCCCCCCCCCCCCCC,16.4
CCC[N+]([O-])=O,16.6
O=C1C(=O)c2ccccc2c3ccccc13,20.3
CC(=O)OCCCl,16.7
CCCCC(CC)CO,15.9
CCCCOCC(C)O,15.3
OCC1CO1,18.2
CC(N)Cc1ccccc1,17.5
CCOCCOCCOC(C)=O,16.2
COCOC,15.0
CNC=O,17.4
CC(=O)OC=C,16.0
ClC(Cl)(Cl)c1ccccc1,19.4
CCC(C)OC(C)CC,15.2
ClCC=C,17.0
Cc1ccc(cc1)[S](=O)c2ccc(C)cc2,20.3
C1CCSCC1,18.5
OCC=Cc1ccccc1,19.1
CC=O,14.7
[O-][N+](=O)c1ccc(Cl)cc1,20.2
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,20.3
ClCCC#N,17.3
Cc1ccccc1C=C,18.6
CCCC(=O)CCC,15.8
OCCCl,16.9
COCCOCCOC,15.7
CCOc1ccc(cc1)C(C)=O,18.8
Cc1ccc(cc1N=C=O)N=C=O,19.3
CCCCCC(CC)(CC)OC(=O)c1ccccc1C([O-])=O,16.6
CCCCOC(=O)CC(C)=O,16.6
CCOC(=O)c1ccccc1C(=O)OCC,17.6
CCNC=O,16.2
CCC1COC(=O)O1,17.5
FC(F)(Cl)C(F)(Cl)Cl,14.7
CC(=C)C#N,15.8
CCCBr,16.4
CC(F)(F)F,14.6
CC(C)O[P](F)(=O)OC(C)C,15.7
OCc1ccccc1,18.4
CCCCOCCOC(C)=O,15.3
C[SiH3],15.5
CCI,17.5
ClC(Cl)(Cl)Cl,16.1
CCC(C)=O,16.0
N#CCCC#N,18.2
C1Oc2ccccc2O1,19.0
IC(=C)C=C,19.9
CCCCCCCCOC(C)=O,15.8
CC(=O)Nc1ccc(O)cc1,17.8
CCCCCCC(C)O,16.1
ClC(=O)C=C,16.2
C,14.0
OC(=O)CS,16.0
CCCCN1CCCC1=O,17.5
COC(CC(OC)OC)OC,15.0
CC(C)(c1ccc(O)cc1)c2ccc(O)cc2,19.2
ClCCCCCCl,18.0
Oc1c(Br)cc(Br)cc1Br,20.6
ClCC=O,16.2
CCBr,16.5
CC(C)OCC=C,15.0
CC(C)C(C)O,15.6
OCCN1CCCC1=O,18.0
C[S](=O)(=O)C=C,16.8
OCC(O)CO.OC(O)=O,17.9
FC(F)=C(F)Cl,15.3
BrC#N,18.3
OCCN(CCO)CCO,17.3
COC(C)(C)C.OCCOCCO,16.0
C=C,15.0
CCC=O,15.3
ICC=C,18.3
o1ncc2ccccc12,20.6
Nc1cccc(Cl)c1,20.2
CC1CCCC(=O)C1,17.7
CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,16.3
CC(=O)CC(=O)OCC=C,15.9
CCC,13.1
CC(=O)OCc1ccccc1,18.3
COc1ccccc1O,18.0
Nc1ccncc1,20.4
s1ccnc1,20.5
C=CCOC=C,14.9
CCC(C)C,13.8
Nc1cccc(c1)[N+]([O-])=O,21.4
C[C@@H]1CCc2c(C)coc2C1,17.2
CN(C)C(=O)N(C)C,16.7
CC1=CC(=O)OC1=O,19.2
CC=C,13.3
N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,18.0
CNC(C)=O,16.9
ClC(Cl)(Cl)C(=O)C(Cl)(Cl)Cl,18.3
C(c1ccccc1)c2ccccc2,19.5
O=C(C#N)C#N,15.0
C1CCCCCCCCCCC1,16.4
[nH]1cccn1,20.2
CC(C)COC=O,15.5
NCCCCNCCCN,16.7
C=CN1CCCC1=O,16.4
CC(Cl)=C(Cl)Cl,17.7
CC(C)COC=C,15.1
CCCCCCOCC.OCCO,16.0
OCCOCCOCCO,16.0
COC(C)=O,15.5
BrCCC=C,16.5
CC(=O)c1ccc(cc1)C(F)(F)F,18.8
C1C=Cc2ccccc12,18.7
BrC(Br)=C,16.2
Clc1ccc(C=O)c(Cl)c1,19.7
BrCBr,19.0
CC=CC,14.7
COCCOC=C,15.9
CCCCCCCCCCCCCCCC,16.3
Nc1ccccc1,20.1
O=Cc1occc1,18.6
O=C1CCC1,18.3
O=C1CCCCCO1,18.0
CC(C)C(O)=O,15.7
COCC=CC,15.2
CCCCOC(O)(CC)OCC,15.5
Oc1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,19.5
COC(C)COC(C)COC(C)CO,15.3
CNC,15.3
CC(=C)c1ccccc1,18.5
OC\C=C\c1ccc(O)cc1,19.1
CC=CBr,16.3
Clc1ccccc1Br,20.3
[O-][N+](=O)c1ccccc1,20.0
CC(=O)N1CCCCCC1=O,18.9
BrC[CH]=[C]=[CH2],17.0
FC=O,15.0
O=C1CCCC1,17.9
NCc1ccccc1,19.0
Cc1ccc(c(c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,19.5
Oc1ccc(C=O)cc1,19.4
ICI,22.0
CCCCCCCl,16.1
Clc1cccc(Cl)c1,19.2
O(c1ccccc1)c2cccc(Oc3cccc(Oc4ccccc4)c3)c2,19.6
CC(C)=NO,16.3
CCCCCCCCCC(C)(O)Oc1ccccc1,16.7
CCCNCCC,15.3
CCCC(O)=O,15.7
C1C=C1,17.2
ClC=C,16.0
[O-][N+](=O)c1sccc1,19.7
OC(=O)C=C,16.6
NC=C,15.7
CC(C)COC(C)=O,15.1
CC(=C)C=O,15.0
CCCOCC(C)O,15.8
ClCCC=O,17.0
OCCCCO,16.6
CCCCCCCC\C=C/CCCCCCCC(=O)OC,16.2
CCOC(Cl)=O,16.4
Fc1ccccc1F,18.0
CCOc1ccc(Cl)cc1,19.3
CC(C)OCC(C)O,15.5
C1OC1c2ccccc2,19.4
CCN=C=S,17.2
CCCCOC(=O)c1ccccc1O,17.9
CCCCC=C,14.7
OCCOCCOCCOC=C,15.9
ClC(=O)c1ccc(Br)cc1,20.2
COC#CC,15.7
CCCCC(CC)CN,15.7
Clc1ccccc1Cl,19.2
ClC1CCCCC1=O,18.5
CCOC(C)=C,14.8
COc1ccccc1[N+]([O-])=O,19.6
CCCCOC.OCCO,15.5
CC(C)C[S](=O)CC(C)C,16.3
CC(C)CC(C)(C)C,14.1
CC(=O)OC(OC(C)=O)C(Cl)=C,16.7
N#Cc1occc1,18.4
CCOC=C,14.9
CC(=O)C(Cl)Cl,17.1
O=C1OC(=O)C=C1,19.5
[O-][N+](=O)c1ccccc1[N+]([O-])=O,20.6
CC(=O)CC(C)(C)O,15.8
c1ccc(cc1)c2ccccc2,19.7
COc1ccccc1,17.8
CCN=[N+]=[N-],15.9
CC=CCCl,16.2
CCCCOCCO,16.0
