SC#N,8.9
CC1CCCC1,0.0
CCCCC(CC)CNCC(CC)CCCC,0.8
CCCCCCCCCC,0.0
O=C(CCCCCCCCC(=O)OCc1ccccc1)OCc2ccccc2,2.2
COC(=O)C(Cl)=C,7.3
OCCC#N,18.8
CC(=C)C1CCC(=CC1)C,1.8
CC(=O)c1ccccc1,9.0
C=CC#C,1.7
CCc1ccccc1,0.6
CCCCCCCCCc1ccccc1O,4.1
C[CH]=[C]=[CH2],1.7
CC1COC(=O)O1,18.0
Cc1c[nH]c2ccccc12,7.1
CC(=C)C(=O)OCC=C,4.1
CCOCCOCC,5.4
OC(c1ccccc1)C(=O)c2ccccc2,9.7
Sc1ccccc1Cl,7.0
C[P](F)(F)=O,14.0
FC(Cl)=C,6.9
BrC(Br)C(Br)Br,7.0
CN,7.0
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(C)=O,4.7
NCCO,15.5
Cc1ccon1,14.8
CCOCCOC(C)=O,4.7
COC(=O)C(C)=C,6.5
CO[S](=O)(=O)c1ccc(C)cc1,15.3
Cc1ccc(cc1)[N+]([O-])=O,11.0
Cc1ccccc1C,1.0
o1ccc2ccccc12,5.1
O=C1OCC=C1,19.8
Cc1c(C)c(C)c(C)c(C)c1C,1.6
CCOCCCl,7.9
O=C1c2ccccc2C(=O)c3ccccc13,7.6
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,4.9
CC(=C)C(Cl)=O,10.6
CCOC(=O)C(C)=C,7.2
OC(=O)C(Cl)(Cl)Cl,7.0
CCOC(C)OCC(C)O,6.3
CCCCOC(=O)C(C)=C,5.9
[O-][N+](=O)c1ccc(Br)cc1,9.9
CC(O)COC(C)(C)C,6.1
CCCCCCCC(O)=O,3.3
CCCCC(O)=O,4.1
OC(CCl)CCl,9.9
C=[N+]=[N-],6.1
CCC(C)O,5.7
CCCCCCCCCO,4.8
Clc1ccc(C=O)cc1,7.2
CC1=CNC(=O)NC1=O,20.5
[O-][N+](=O)C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,8.5
CC(=O)Oc1ccccc1,5.2
O=CN1CCCCCC1,10.4
Cc1c(Cl)cccc1[N+]([O-])=O,9.6
CCCCCCCCCCCCCCCCCCCC,0.0
CCCl,6.1
CCCCCCCCC,0.0
CCOC#C,7.9
CCCCOC(=O)C(C)O,6.5
CC(=C)C(=O)OCc1ccccc1,4.1
CCCCCCCCCCCCCCCC(=O)OC(C)C,3.9
ClC(Cl)c1ccccc1,7.6
O=C1CCCCCCCCC1,8.0
CC(O)=O.CC(O)=O.OCC(O)CO,8.9
CCCCC,0.0
O=CN1CCCCC1,10.6
C1OCOCO1,9.2
COc1cc(CC=C)ccc1O,7.5
CC=NO,4.0
CCC#C,3.4
C/C=C/C(O)=O,8.7
c1ccnnc1,17.4
FC(F)(Cl)Cl,2.0
O=C1CCCN1C2CCCCC2,6.8
c1ccc2ncccc2c1,5.6
NCCc1ccc(O)c(O)c1,10.3
OC=O,10.0
Cc1cccc(C)c1O,4.9
COCC=C,4.3
C1CCCC1,0.0
CCCCN(CCCC)C=O,8.9
Brc1ccc(cc1)C#N,9.3
Oc1c(Cl)cccc1Cl,7.5
COC=CC,4.3
CC[N+]([O-])=O,15.5
C/C=C/C(=O)OC=C,5.0
CO[P](C)(=O)OC,13.1
O=C1Oc2ccccc2C=C1,12.5
[SiH3]C=C,2.6
Cc1ccc(O)cc1C,6.0
CCCC(C)O,6.4
OC(=O)c1[nH]c2cc(O)c(O)cc2c1,8.1
Cc1ccc(O)c(c1)C(C)(C)C,3.7
CC(=C)C(=O)OCC1CO1,8.5
CCOC(=O)CCCCC(=O)OCC,6.2
CC(C)(c1ccc(O)cc1)c2c(Br)cc(OBr)c(Br)c2Br,9.1
OCC(Cl)CCl,9.2
OCCNCCO,7.0
CC(C)(O)CN,9.2
COc1ccccc1Br,8.4
Clc1ccc(C=C)cc1,4.3
BrC(Br)Br,5.0
CC(CCl)OC(C)CCl,8.2
Fc1ccccc1Cl,8.7
CC(C)CC(C)=O,6.1
C=CSC=C,4.6
Oc1ccc(c(c1)[N+]([O-])=O)[N+]([O-])=O,12.8
CCOC(=O)C(=O)OCC,8.0
Nc1ncnc2nc[nH]c12,16.0
CCCC(N)=O,13.7
CCCCCCCCC=C,1.0
CCCCc1cccc(C)c1,0.1
c1ccncc1,8.8
OC(=O)c1ccccc1,6.9
