N=C=O,10.5
Cc1cccc(C)c1C,1.0
Fc1c(Cl)cccc1Cl,9.1
COC(=O)CCC(C)C(=O)OC,8.7
ClC(Cl)(Cl)C=C,15.5
NCC=C,5.7
CC(C)COC(=O)C(C)C,2.8
Clc1ccc(c2ccccc2)c(Cl)c1Cl,5.3
CC(C)O[P](C)(=O)OC(C)C,10.0
CC(C)Cl,8.0
CC=C(Cl)Cl,6.7
NCCc1c[nH]c2ccc(O)cc12,8.2
BrCC(Br)=C,11.8
CCC(N)=O,14.6
CCO[Si](OCC)(OCC)OCC,4.3
CO[N+]([O-])=O,14.0
CCl,9.9
ClC1=CC(=O)OC1=O,17.3
CCOCc1ccccc1,3.8
C[S](=O)(=O)c1ccccc1,16.9
CCCCOC(=O)c1ccccc1C(=O)OCCCC,8.6
BrC(=C)C=C,6.4
CC(O)CCl,9.8
CCC(C)Br,7.7
CC(=O)c1ccc(Cl)cc1,7.6
CCCCCCCCCCCCCC,0.0
CCCCCl,5.5
CCCCCCOCCOCCO,6.0
FC(F)=C(F)F,0.0
COC,6.1
CCCCCCCCCCCCO,4.0
CCCCC(=O)CC,5.0
CC(C)NC(C)C,1.7
CCOC(=O)CCCC(=O)OCC,7.0
CC(O)=O.CC(O)=O.OCCO,4.7
CC(=C)CCl,5.6
CNCC(O)c1ccc(O)c(O)c1,8.7
ClC(Cl)=C(Cl)Cl,5.7
[Ca++].NC#N,27.6
CC(O)CO,10.4
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0
C/C=C/C=O,14.9
C=CC=O,10.0
CC(C)CC=O,9.5
C=CCN=C=S,11.3
IC[CH]=[C]=[CH2],6.3
O=C\C=C\c1ccccc1,12.4
COC(Cl)=O,9.5
O=[P](Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3,6.4
CCCOC=O,7.1
ClC1CCCCC1,5.5
[O-][O+]=O,4.2
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,0.0
C[C](C)=[C]=[CH2],2.5
COc1ccc(N)cc1,5.4
ClCNCCl,7.5
CBr,8.8
CCCCCCOCCCCCC,3.0
C[S](C)(=O)=O,19.4
CCCCc1ccc(C)cc1,0.1
CCCCCCCCCCCCCO,3.1
CCCCOC(=O)c1ccccc1,5.6
CC(Cl)Cl,7.8
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0
CCOC(=O)CCC(=O)OCC,6.8
Cn1cnc2N(C)C(=O)N(C)C(=O)c12,10.1
SCC=C,6.2
ClC(=O)c1ccc(Cl)cc1,6.7
CCOCC(C)OC(C)=O,6.3
CC(C)=CC(C)=O,7.2
O=[S]1CCCC1,11.0
CCCC(C)=O,7.6
Cl[S](Cl)(=O)=O,7.2
COC(C)COC(C)COC(C)=O,4.9
CC(=C)C1CCC(=CC1)C,1.8
C1CCC=CC1,1.0
OCCO,11.0
CCCC(=O)N(C)C,10.6
Fc1ccccc1,6.1
CCCCCCCC,0.0
C1CC[C@@H]2CCCC[C@@H]2C1,0.0
N#Cc1ccccc1,12.0
OCC(Br)=C,9.9
C=CCC#N,14.3
OCCOCc1ccccc1,5.9
CC(C)C=C,1.4
O=C1C=C2NC=CC2=CC1=O,9.3
C1COC=CC1,5.5
O=C=O,6.3
Cc1ccc(F)c(F)c1F,8.8
CCOC(Cl)=C,6.5
CC(=O)N1CCCC1=O,13.1
COC(=O)CCCCCCCCC(=O)OC,2.9
C1CSCCO1,6.6
O=Nc1ccccc1,12.7
NCCNCCN,7.1
ClCc1ccccc1,7.1
COC=C,5.3
Cc1ccc(N)c(Cl)c1,7.4
COC(C)(C)C.OCCO,5.1
CC(C)CCCCCCOCCCCCCC(C)C.OC(=O)C1CCCCC1C(O)=O,2.2
CC(C)CCCCCO,7.3
C1COCCO1,6.8
CN(C)CCOC(=O)COc1ccc(Cl)cc1,6.2
C1CC1,0.0
CCCC=C,1.4
CC(=O)C=O,16.1
CCOC1CCC(OCC)O1,6.4
CCN(CC)C=O,11.4
CCCCCCCCCCCCOC(=O)C(C)=C,2.2
Cc1ccc(Cl)c(Cl)c1,9.8
CCCOC(C)COC(C)CO,6.1
[O-][N+](=O)C(Cl)(Cl)Cl,6.8
COc1ccc(C=CC)cc1,4.3
CSC#N,15.0
